% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=2, Fri Nov 19 09:24:26 2021
1 12 -0.08544231069359795 -0.03831512115776375 0.015231705129697425 0.07817671553646292 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
2 24 -0.13272755583458629 -0.03927392239699054 0.025402554172676138 0.11207607787004961 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
3 36 -0.10466821573123847 -0.03902302611634814 0.02918905813228278 0.08205873954553515 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
4 48 -0.13278487047698587 -0.038703908323404757 0.029892711004552076 0.0784771835951381 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
5 60 -0.14207751100814447 -0.04058335961390147 0.03798066978895393 0.10268354292263962 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
6 72 -0.12817314549761233 -0.05047215358558069 0.036198450825240175 0.12659555669045258 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
7 84 -0.12941563604531645 -0.05623427746892073 0.030309511488695737 0.15949005588951037 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
8 96 -0.1466301289846629 -0.05311894154203077 0.04194505004762051 0.15769561907763607 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
9 108 -0.14318323413909662 -0.061121974217463765 0.05070349911657876 0.19534842857857707 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
10 120 -0.160368743768294 -0.059563116449861994 0.04538815187190354 0.192867102439848 0.9271342926504672 0.9379510949288702 0.9642011566089131 0.9831110095345904 0.9851301818602729 0.999551609062206 1.0092513853256293 1.0335365751886314 1.0356681460607198 1.111530028946169
11 132 -0.1540560313346408 -0.028428960776663965 0.08107564802464767 0.2182142018685494 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
12 144 -0.1981018537581935 -0.05731110508226948 0.07598532569781408 0.2767902515903371 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
13 156 -0.18699988861704725 -0.04486931535457604 0.06997918415697295 0.30862958506547916 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
14 168 -0.20286220123519738 -0.053297702958937085 0.07117775218032128 0.32114865235318146 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
15 180 -0.1943648007932134 -0.048154015101261924 0.07268971093999563 0.3540394509962178 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
16 192 -0.16787066077060797 -0.06586164787455653 0.08371355204980357 0.3786141571414818 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
17 204 -0.16913552652645605 -0.08185435923156256 0.06802780330900875 0.40108440901099884 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
18 216 -0.15666050769488166 -0.06767650704979795 0.07277696343825536 0.40757526533310645 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
19 228 -0.1764213405878351 -0.07117706247714085 0.07728379440929069 0.4080959155134201 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
20 240 -0.15887385639905158 -0.057911980062594265 0.1019188374086879 0.4510623992641276 0.7870440708572407 0.83733646997306 0.8555331259297617 0.8905908672294646 0.972455078701007 1.0053567770207295 1.0464844191445648 1.0998239003721864 1.1891793800323334 1.216157582633368
21 252 -0.1503138224956812 -0.05013965189333998 0.13302297521264417 0.47823712192638523 0.6617977108455217 0.7370264902899281 0.8233687203688681 0.9172931429328325 0.9272547677673866 1.003809809562492 1.0437613698795016 1.1106312180641675 1.1578537295950082 1.4030155685976329
22 264 -0.1819134068591616 -0.05470768997161381 0.13614774170017874 0.4915924377708444 0.6617977108455217 0.7370264902899281 0.8233687203688681 0.9172931429328325 0.9272547677673866 1.003809809562492 1.0437613698795016 1.1106312180641675 1.1578537295950082 1.4030155685976329
