% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=2, Wed Mar 22 12:37:14 2023, <python>{}</python>
1 12 0.18912856916650383 0 0 0.1869082463949772 0.18815738280321428 0.1900493495365457 0.18829271622222893 0.1889207137103781 0.1898224096980103 0.1968185671279867 0.1846397918485777 0.18495072302334115 0.19401658491065918
2 24 0.18344998841532464 0 0 0.1786170992865564 0.18729901543104482 0.18131327867583444 0.18369172375531134 0.17824524400890115 0.18328134732920118 0.192039355310334 0.17911450166189563 0.18881900278846706 0.1943244326855062
3 36 0.17210845638406794 0 0 0.16260175786363104 0.17906963493471684 0.1648205015011986 0.17468711984948407 0.1624323301211143 0.1751204930094279 0.1788263532366152 0.16560859453846333 0.17460033935271788 0.18453901296246897
4 48 0.1733495723660287 0 0 0.16316651893759057 0.18247814971932333 0.16459254484216035 0.17552594307146663 0.1587855872400856 0.17833916132962202 0.18244053145006706 0.15972623264518465 0.17641046753209141 0.18878357264046247
5 60 0.17787945056596974 0 0 0.16671609550310781 0.185793726636269 0.16938555964790042 0.17398993196904053 0.17341931836084187 0.18463886583601458 0.1897049383733315 0.1624411538629438 0.18147555451809 0.1913121446066786
6 72 0.16870220930757285 0 0 0.15977490162038288 0.17698468921292246 0.16150211742056547 0.1681417493770104 0.16631940708193857 0.172441432663633 0.17927796272483992 0.1532919595263243 0.1613981087637404 0.17738297983647572
7 84 0.16085512905357602 0 0 0.15299076937429443 0.1661532245494568 0.1538087362882117 0.1572128113015767 0.15524685007524125 0.16543457105414938 0.1699386609492578 0.14562427015772958 0.15239636816391852 0.17268063297831268
8 96 0.1469942892000307 0 0 0.13694695109259178 0.1494088522590434 0.1380868084806429 0.14169284479670047 0.14322297079503296 0.1478236248256175 0.1562538017885331 0.13347493916243508 0.13672043807871082 0.15643476698198128
9 108 0.1363025245493411 0 0 0.1258676529329877 0.13763027597728472 0.12539572295354842 0.1318087363874934 0.1324239544888069 0.13507000206530614 0.14796043114230276 0.1229026950854185 0.12046330142406801 0.14110514389920756
10 120 0.13994916231765198 0 0 0.12823072854445908 0.13770813455728198 0.13133363785317145 0.1323811960409681 0.13535676140913655 0.13659653275354824 0.16305006052237425 0.1261360834840712 0.12280072742604384 0.1395065270946204
11 132 0.13576068550810375 0 0 0.1219101304194119 0.13017120543675456 0.12485671402286079 0.12842589027504045 0.1319395512832247 0.12715467468825756 0.15954405594443236 0.12098253191341597 0.12078193965695956 0.13757985378907941
12 144 0.1336023882193328 0 0 0.12055070508641409 0.13256967328493394 0.12196114936582637 0.12864668937143417 0.12763612424181392 0.12534762632180815 0.1559884957759494 0.12000502910181003 0.11717356079933265 0.13414135019743817
13 156 0.1349539096262212 0 0 0.11696857519980507 0.13382668746820733 0.12517016471778086 0.1296834561811428 0.12983163488417226 0.1277889041323674 0.15761320136704765 0.12490793329000234 0.11767270509125943 0.13254493902325354
14 168 0.13391577195596013 0 0 0.11415147851287973 0.13156819655959567 0.12326425881799424 0.1328940614840516 0.1278308157880998 0.12324807495566051 0.1563766860541898 0.12643810490260673 0.1155074726972849 0.13281537496557297
15 180 0.14143327910320735 0 0 0.12129329054156304 0.13105108417049866 0.13100068265839288 0.13652632763212377 0.13589369176160465 0.1279874931661474 0.16332699631743522 0.13554062102673667 0.12767934251390625 0.14573103978549448
16 192 0.13287147824423104 0 0 0.11280819411941675 0.1220471045611691 0.1229171214443327 0.12848407547916157 0.12824926688675994 0.11757816031002692 0.15332161475459322 0.12089309925753544 0.12347150972484676 0.1337043163418867
17 204 0.13000773373990338 0 0 0.10982776128613947 0.11712073478555034 0.1202089718444595 0.12454657976383243 0.12089894469750359 0.1146521160355294 0.14830477399741604 0.11701276885281638 0.12046549096796577 0.13081548492509956
18 216 0.12429451318180759 0 0 0.09961353430932526 0.10936723206488536 0.11570927201878242 0.11848632262746124 0.11422059935620033 0.1120674234005752 0.1419506489141627 0.10863238607320203 0.11601506357188025 0.13094056428811457
19 228 0.14325815940627398 0 0 0.11375940450645837 0.12262895392136078 0.13294272038576568 0.13514267120825907 0.12917653772455573 0.1326210282690346 0.1659565953855815 0.1517545850968554 0.13254911200739466 0.14979727292147202
20 240 0.1546644597988998 0 0 0.11927419515939808 0.13153677058115748 0.14521631168342874 0.14340380736632877 0.1387699768672487 0.14601408499488172 0.18185103359043212 0.17116517589277513 0.13944220117818598 0.16781592768571188
21 252 0.15268810287865786 0 0 0.11833285888134605 0.1268925483512714 0.1413979736839996 0.14121049362947038 0.1320262019146126 0.1438784193409147 0.17600881139377447 0.17885838116113578 0.1339787749148039 0.1660399781954203
22 264 0.13812626947652368 0 0 0.10699885672082081 0.10824256133255121 0.1290629986761531 0.1255990674385892 0.1195256227859797 0.1309330068808541 0.15833015246389742 0.16125670721862476 0.11885179830186922 0.15144009110571618
23 276 0.13292830871618552 0 0 0.10113699672449879 0.10245751102224293 0.12672975173662904 0.11793804147733487 0.11448204305916958 0.12699450593675804 0.15904742083708992 0.15196566870401024 0.11671849025359998 0.14448789860000133
24 288 0.13682032402126604 0 0 0.10493147770668032 0.10405943255371543 0.13364175130663586 0.12296987935711935 0.1154066345750208 0.12891691850927017 0.16499857009962457 0.15649458875042932 0.12053705155412538 0.1462513336174137
25 300 0.1532188291889923 0 0 0.11830198848389405 0.11635885743032835 0.15590904543366568 0.148504941397624 0.13161028362331245 0.14528290669492017 0.18273721331416817 0.1725125673508587 0.13518188124311264 0.16010310462784816
26 312 0.14471690388203545 0 0 0.11099031458945342 0.10875932699615865 0.15028277068805282 0.14197038087163344 0.12082808669059805 0.1377204681941583 0.1643711969058047 0.16256485892522307 0.1270971090695976 0.15265582390222737
27 324 0.13810851180112982 0 0 0.10544106890030452 0.10029616824532277 0.14084019990798924 0.13758127007035584 0.11620383068790353 0.13742683850765874 0.15629047061676524 0.16014749502797473 0.11902722075789335 0.1448604914964539
28 336 0.1568796527644733 0 0 0.11822934284444984 0.11301664827605586 0.1577661646574265 0.15440162856233386 0.13751681480196537 0.15367042859983854 0.18774607490411668 0.17916557088602095 0.13765140201813675 0.16713469029775405
29 348 0.16365185391130857 0 0 0.12125497897190671 0.11596236087337565 0.16759980312352613 0.1606622908980388 0.14474600583725453 0.1563285057299519 0.20008424946305536 0.18716162952918244 0.14461284923156817 0.17765918484024562
30 360 0.1784341493157726 0 0 0.12633139942706048 0.12274724900261857 0.19049157993756027 0.17669427960995193 0.15852234577439042 0.1711707517665468 0.22184546165360933 0.20624135933655405 0.15457310390341314 0.19524852726274539
31 372 0.18556712975175618 0 0 0.12760860505542124 0.12224390895298233 0.2035483578253356 0.19314879539024968 0.16529730014106697 0.175304190571683 0.22955042447524482 0.21425498478191451 0.15849415447746176 0.19781154840324353
32 384 0.18220741709724986 0 0 0.1258146116100175 0.11827840919524485 0.19055304645940088 0.19154208732280992 0.1643667826111936 0.16847854395854409 0.22501271784872817 0.20728869312794077 0.15778914592033616 0.19705808541196088
33 396 0.1909437407905313 0 0 0.13002374875764297 0.12187746098313157 0.19975044361642325 0.20979610030524068 0.17135091536541172 0.17677439450586707 0.23469972940276645 0.21948016827000363 0.16270107351457677 0.20076584891926483
